Natural Gas Futures Contract 4 Daily
http://www.eia.gov/beta/api/qb.cfm?sdid=NG.RNGC4.D
18:20:27 GMT-0500 (EST)
Source: Energy Information Administration
Day,Series ID: NG.RNGC4.D Dollars per Million Btu
01/6/1999,1.928
01/5/1999,1.962
01/4/1999,2
12/31/1998,1.908
12/30/1998,1.87
12/29/1998,1.797
12/28/1998,1.82
12/24/1998,1.869
12/23/1998,1.877
12/22/1998,1.895
12/21/1998,1.916
12/18/1998,2.003
12/17/1998,2
12/16/1998,1.987
12/15/1998,1.974
12/14/1998,1.975
12/11/1998,1.938
12/10/1998,1.935
12/9/1998,1.94
12/8/1998,1.97
12/7/1998,2.082
12/4/1998,2.01
12/3/1998,1.99
12/2/1998,1.948
12/1/1998,1.99
11/30/1998,2.005
11/25/1998,2.124
11/24/1998,2.19
11/23/1998,2.178
11/20/1998,2.21
11/19/1998,2.23
11/18/1998,2.24
11/17/1998,2.287
11/16/1998,2.314
11/13/1998,2.39
11/12/1998,2.355
11/11/1998,2.362
11/10/1998,2.387
11/9/1998,2.36
11/6/1998,2.428
11/5/1998,2.43
11/4/1998,2.355
11/3/1998,2.395
11/2/1998,2.357
10/30/1998,2.29
10/29/1998,2.325
10/28/1998,2.405
10/27/1998,2.43
10/26/1998,2.57
10/23/1998,2.464
10/22/1998,2.464
10/21/1998,2.472
10/20/1998,2.485
10/19/1998,2.435
10/16/1998,2.4
10/15/1998,2.397
10/14/1998,2.375
10/13/1998,2.41
10/12/1998,2.415
10/9/1998,2.45
10/8/1998,2.474
10/7/1998,2.535
10/6/1998,2.494
10/5/1998,2.515
10/2/1998,2.523
10/1/1998,2.648
09/30/1998,2.537
09/29/1998,2.505
09/28/1998,2.585
09/25/1998,2.65
09/24/1998,2.655
09/23/1998,2.619
09/22/1998,2.637
09/21/1998,2.631
09/18/1998,2.673
09/17/1998,2.63
09/16/1998,2.7
09/15/1998,2.667
09/14/1998,2.532
09/11/1998,2.475
09/10/1998,2.505
09/9/1998,2.431
09/8/1998,2.455
09/4/1998,2.397
09/3/1998,2.334
09/2/1998,2.29
09/1/1998,2.382
08/31/1998,2.383
08/28/1998,2.335
08/27/1998,2.253
08/26/1998,2.305
08/25/1998,2.345
08/24/1998,2.395
08/21/1998,2.421
08/20/1998,2.433
08/19/1998,2.417
08/18/1998,2.485
08/17/1998,2.525
08/14/1998,2.432
08/13/1998,2.405
08/12/1998,2.414
08/11/1998,2.421
08/10/1998,2.478
08/7/1998,2.446
08/6/1998,2.451
08/5/1998,2.487
08/4/1998,2.504
08/3/1998,2.477
07/31/1998,2.467
07/30/1998,2.497
07/29/1998,2.235
07/28/1998,2.245
07/27/1998,2.271
07/24/1998,2.31
07/23/1998,2.255
07/22/1998,2.254
07/21/1998,2.255
07/20/1998,2.348
07/17/1998,2.4
07/16/1998,2.375
07/15/1998,2.463
07/14/1998,2.487
07/13/1998,2.486
07/10/1998,2.531
07/9/1998,2.568
07/8/1998,2.58
07/7/1998,2.576
07/6/1998,2.568
07/2/1998,2.623
07/1/1998,2.627
06/30/1998,2.645
06/29/1998,2.589
06/26/1998,2.458
06/25/1998,2.43
06/24/1998,2.405
06/23/1998,2.47
06/22/1998,2.428
06/19/1998,2.35
06/18/1998,2.232
06/17/1998,2.27
06/16/1998,2.122
06/15/1998,2.232
06/12/1998,2.172
06/11/1998,2.117
06/10/1998,2.085
06/9/1998,2.09
06/8/1998,2.129
06/5/1998,2.173
06/4/1998,2.173
06/3/1998,2.25
06/2/1998,2.283
06/1/1998,2.305
05/29/1998,2.287
05/28/1998,2.233
05/27/1998,2.146
05/26/1998,2.213
05/22/1998,2.22
05/21/1998,2.21
05/20/1998,2.295
05/19/1998,2.279
05/18/1998,2.274
05/15/1998,2.314
05/14/1998,2.328
05/13/1998,2.345
05/12/1998,2.385
05/11/1998,2.35
05/8/1998,2.317
05/7/1998,2.305
05/6/1998,2.28
05/5/1998,2.344
05/4/1998,2.37
05/1/1998,2.3
04/30/1998,2.317
04/29/1998,2.36
04/28/1998,2.373
04/27/1998,2.355
04/24/1998,2.432
04/23/1998,2.428
04/22/1998,2.503
04/21/1998,2.643
04/20/1998,2.553
04/17/1998,2.553
04/16/1998,2.552
04/15/1998,2.587
04/14/1998,2.561
04/13/1998,2.543
04/9/1998,2.693
04/8/1998,2.721
04/7/1998,2.699
04/6/1998,2.585
04/3/1998,2.59
04/2/1998,2.599
04/1/1998,2.551
03/31/1998,2.583
03/30/1998,2.477
03/27/1998,2.405
03/26/1998,2.425
03/25/1998,2.442
03/24/1998,2.399
03/23/1998,2.412
03/20/1998,2.39
03/19/1998,2.346
03/18/1998,2.295
03/17/1998,2.235
03/16/1998,2.238
03/13/1998,2.23
03/12/1998,2.23
03/11/1998,2.258
03/10/1998,2.239
03/9/1998,2.269
03/6/1998,2.24
03/5/1998,2.25
03/4/1998,2.31
03/3/1998,2.317
03/2/1998,2.353
02/27/1998,2.368
02/26/1998,2.34
02/25/1998,2.343
02/24/1998,2.296
02/23/1998,2.275
02/20/1998,2.288
02/19/1998,2.307
02/18/1998,2.327
02/17/1998,2.265
02/13/1998,2.292
02/12/1998,2.36
02/11/1998,2.312
02/10/1998,2.327
02/9/1998,2.285
02/6/1998,2.373
02/5/1998,2.382
02/4/1998,2.33
02/3/1998,2.338
02/2/1998,2.358
01/30/1998,2.305
01/29/1998,2.196
01/28/1998,2.123
01/27/1998,2.137
01/23/1998,2.178
01/22/1998,2.186
01/21/1998,2.135
01/20/1998,2.135
01/16/1998,2.155
01/15/1998,2.105
01/14/1998,2.051
01/13/1998,2.039
01/12/1998,2.032
01/9/1998,2.058
01/8/1998,2.055
01/7/1998,2.102
01/6/1998,2.118
01/5/1998,2.136
01/2/1998,2.11
12/31/1997,2.165
12/30/1997,2.15
12/29/1997,2.19
12/26/1997,2.169
12/24/1997,2.15
12/23/1997,2.12
12/22/1997,2.187
12/19/1997,2.255
12/18/1997,2.233
12/17/1997,2.245
12/16/1997,2.22
12/15/1997,2.178
12/12/1997,2.194
12/11/1997,2.192
12/10/1997,2.217
12/9/1997,2.26
12/8/1997,2.21
12/5/1997,2.192
12/4/1997,2.185
12/3/1997,2.23
12/2/1997,2.275
12/1/1997,2.274
11/26/1997,2.21
11/25/1997,2.245
11/24/1997,2.393
11/21/1997,2.423
11/20/1997,2.39
11/19/1997,2.468
11/18/1997,2.515
11/17/1997,2.501
11/14/1997,2.532
11/13/1997,2.63
11/12/1997,2.69
11/11/1997,2.695
11/10/1997,2.685
11/7/1997,2.635
11/6/1997,2.65
11/5/1997,2.68
11/4/1997,2.645
11/3/1997,2.595
10/31/1997,2.665
10/30/1997,2.64
10/29/1997,2.977
10/28/1997,2.96
10/27/1997,3.189
10/24/1997,3.09
10/23/1997,3.054
10/22/1997,3.138
10/21/1997,3.073
10/20/1997,3.05
10/17/1997,2.964
10/16/1997,2.94
10/15/1997,2.808
10/14/1997,2.775
10/13/1997,2.784
10/10/1997,2.814
10/9/1997,2.7
10/8/1997,2.68
10/7/1997,2.65
10/6/1997,2.717
10/3/1997,2.807
10/2/1997,2.807
10/1/1997,2.805
09/30/1997,2.772
09/29/1997,2.754
09/26/1997,3.27
09/25/1997,3.29
09/24/1997,3.14
09/23/1997,3.154
09/22/1997,3.114
09/19/1997,3.004
09/18/1997,3.045
09/17/1997,2.91
09/16/1997,2.938
09/15/1997,2.995
09/12/1997,3
09/11/1997,2.979
09/10/1997,2.916
09/9/1997,2.921
09/8/1997,2.911
09/5/1997,2.914
09/4/1997,2.913
09/3/1997,3.015
09/2/1997,2.99
08/29/1997,2.92
08/28/1997,2.86
08/27/1997,2.732
08/26/1997,2.747
08/25/1997,2.735
08/22/1997,2.725
08/21/1997,2.662
08/20/1997,2.73
08/19/1997,2.792
08/18/1997,2.705
08/15/1997,2.7
08/14/1997,2.665
08/13/1997,2.693
08/12/1997,2.684
08/11/1997,2.745
08/8/1997,2.693
08/7/1997,2.632
08/6/1997,2.555
08/5/1997,2.576
08/4/1997,2.565
08/1/1997,2.36
07/31/1997,2.435
07/30/1997,2.422
07/29/1997,2.252
07/28/1997,2.28
07/25/1997,2.246
07/24/1997,2.273
07/23/1997,2.254
07/22/1997,2.236
07/21/1997,2.22
07/18/1997,2.281
07/17/1997,2.275
07/16/1997,2.29
07/15/1997,2.29
07/14/1997,2.28
07/11/1997,2.25
07/10/1997,2.264
07/9/1997,2.257
07/8/1997,2.265
07/7/1997,2.232
07/3/1997,2.253
07/2/1997,2.22
07/1/1997,2.257
06/30/1997,2.281
06/27/1997,2.278
06/26/1997,2.135
06/25/1997,2.34
06/24/1997,2.257
06/23/1997,2.242
06/20/1997,2.238
06/19/1997,2.228
06/18/1997,2.178
06/17/1997,2.17
06/16/1997,2.16
06/13/1997,2.173
06/12/1997,2.122
06/11/1997,2.119
06/10/1997,2.16
06/9/1997,2.169
06/6/1997,2.196
06/5/1997,2.182
06/4/1997,2.173
06/3/1997,2.138
06/2/1997,2.147
05/30/1997,2.232
05/29/1997,2.235
05/28/1997,2.286
05/27/1997,2.326
05/23/1997,2.281
05/22/1997,2.224
05/21/1997,2.239
05/20/1997,2.213
05/19/1997,2.218
05/16/1997,2.23
05/15/1997,2.18
05/14/1997,2.24
05/13/1997,2.191
05/12/1997,2.215
05/9/1997,2.233
05/8/1997,2.271
05/7/1997,2.335
05/6/1997,2.31
05/5/1997,2.242
05/2/1997,2.275
05/1/1997,2.258
04/30/1997,2.212
04/29/1997,2.182
04/28/1997,2.141
04/25/1997,2.16
04/24/1997,2.142
04/23/1997,2.108
04/22/1997,2.185
04/21/1997,2.153
04/18/1997,2.162
04/17/1997,2.15
04/16/1997,2.088
04/15/1997,2.042
04/14/1997,2.05
04/11/1997,2.042
04/10/1997,2.015
04/9/1997,2.01
04/8/1997,2.015
04/7/1997,2.033
04/4/1997,2.022
04/3/1997,1.995
04/2/1997,1.975
04/1/1997,1.98
03/31/1997,1.993
03/27/1997,1.982
03/26/1997,1.96
03/25/1997,1.96
03/24/1997,1.925
03/21/1997,1.955
03/20/1997,1.992
03/19/1997,1.987
03/18/1997,1.977
03/17/1997,1.985
03/14/1997,2.048
03/13/1997,2.041
03/12/1997,2.052
03/11/1997,2.035
03/10/1997,2.045
03/7/1997,2.033
03/6/1997,1.969
03/5/1997,1.933
03/4/1997,1.985
03/3/1997,1.9
02/28/1997,1.905
02/27/1997,1.91
02/26/1997,1.946
02/25/1997,1.95
02/24/1997,1.91
02/21/1997,1.958
02/20/1997,1.95
02/19/1997,2.004
02/18/1997,1.97
02/14/1997,1.96
02/13/1997,1.972
02/12/1997,2.016
02/11/1997,2.075
02/10/1997,2.05
02/7/1997,2.05
02/6/1997,2.092
02/5/1997,2.11
02/4/1997,2.125
02/3/1997,2.032
01/31/1997,2.04
01/30/1997,2.075
01/29/1997,2.05
01/28/1997,2.1
01/27/1997,2.15
01/24/1997,2.125
01/23/1997,2.1
01/22/1997,2.157
01/21/1997,2.19
01/20/1997,2.27
01/17/1997,2.264
01/16/1997,2.3
01/15/1997,2.43
01/14/1997,2.34
01/13/1997,2.253
01/10/1997,2.25
01/9/1997,2.316
01/8/1997,2.345
01/7/1997,2.316
01/6/1997,2.41
01/3/1997,2.29
01/2/1997,2.235
12/31/1996,2.086
12/30/1996,2.05
12/27/1996,2.142
12/26/1996,2.292
12/24/1996,2.635
12/23/1996,2.58
12/20/1996,2.597
12/19/1996,2.59
12/18/1996,2.5
12/17/1996,2.505
12/16/1996,2.705
12/13/1996,2.555
12/12/1996,2.498
12/11/1996,2.475
12/10/1996,2.41
12/9/1996,2.343
12/6/1996,2.4
12/5/1996,2.485
12/4/1996,2.335
12/3/1996,2.314
12/2/1996,2.303
11/27/1996,2.36
11/26/1996,2.38
11/25/1996,2.325
11/22/1996,2.285
11/21/1996,2.537
11/20/1996,2.525
11/19/1996,2.49
11/18/1996,2.412
11/15/1996,2.395
11/14/1996,2.331
11/13/1996,2.263
11/12/1996,2.257
11/11/1996,2.28
11/8/1996,2.213
11/7/1996,2.198
11/6/1996,2.205
11/5/1996,2.206
11/4/1996,2.152
11/1/1996,2.227
10/31/1996,2.279
10/30/1996,2.37
10/29/1996,2.36
10/28/1996,2.335
10/25/1996,2.5
10/24/1996,2.44
10/23/1996,2.553
10/22/1996,2.595
10/21/1996,2.515
10/18/1996,2.482
10/17/1996,2.487
10/16/1996,2.505
10/15/1996,2.495
10/14/1996,2.403
10/11/1996,2.418
10/10/1996,2.385
10/9/1996,2.465
10/8/1996,2.492
10/7/1996,2.448
10/4/1996,2.445
10/3/1996,2.424
10/2/1996,2.314
10/1/1996,2.32
09/30/1996,2.326
09/27/1996,2.31
09/26/1996,2.285
09/25/1996,2.276
09/24/1996,2.312
09/23/1996,2.316
09/20/1996,2.41
09/19/1996,2.457
09/18/1996,2.415
09/17/1996,2.35
09/16/1996,2.335
09/13/1996,2.284
09/12/1996,2.245
09/11/1996,2.26
09/10/1996,2.256
09/9/1996,2.305
09/6/1996,2.24
09/5/1996,2.195
09/4/1996,2.16
09/3/1996,2.2
08/30/1996,2.22
08/29/1996,2.23
08/28/1996,2.192
08/27/1996,2.209
08/26/1996,2.217
08/23/1996,2.271
08/22/1996,2.232
08/21/1996,2.291
08/20/1996,2.312
08/19/1996,2.406
08/16/1996,2.343
08/15/1996,2.28
08/14/1996,2.293
08/13/1996,2.28
08/12/1996,2.287
08/9/1996,2.307
08/8/1996,2.276
08/7/1996,2.278
08/6/1996,2.302
08/5/1996,2.375
08/2/1996,2.45
08/1/1996,2.413
07/31/1996,2.293
07/30/1996,2.245
07/29/1996,2.19
07/26/1996,2.27
07/25/1996,2.25
07/24/1996,2.29
07/23/1996,2.34
07/22/1996,2.195
07/19/1996,2.345
07/18/1996,2.425
07/17/1996,2.575
07/16/1996,2.655
07/15/1996,2.682
07/12/1996,2.698
07/11/1996,2.662
07/10/1996,2.735
07/9/1996,2.742
07/8/1996,2.785
07/3/1996,2.759
07/2/1996,2.738
07/1/1996,2.7
06/28/1996,2.777
06/27/1996,2.75
06/26/1996,2.695
06/25/1996,2.693
06/24/1996,2.693
06/21/1996,2.719
06/20/1996,2.675
06/19/1996,2.639
06/18/1996,2.617
06/17/1996,2.575
06/14/1996,2.535
06/13/1996,2.53
06/12/1996,2.47
06/11/1996,2.475
06/10/1996,2.438
06/7/1996,2.425
06/6/1996,2.377
06/5/1996,2.38
06/4/1996,2.373
06/3/1996,2.386
05/31/1996,2.388
05/30/1996,2.385
05/29/1996,2.401
05/28/1996,2.355
05/24/1996,2.36
05/23/1996,2.352
05/22/1996,2.355
05/21/1996,2.324
05/20/1996,2.365
05/17/1996,2.287
05/16/1996,2.29
05/15/1996,2.265
05/14/1996,2.252
05/13/1996,2.271
05/10/1996,2.221
05/9/1996,2.22
05/8/1996,2.186
05/7/1996,2.17
05/6/1996,2.13
05/3/1996,2.123
05/2/1996,2.163
05/1/1996,2.192
04/30/1996,2.173
04/29/1996,2.177
04/26/1996,2.183
04/25/1996,2.212
04/24/1996,2.26
04/23/1996,2.294
04/22/1996,2.339
04/19/1996,2.326
04/18/1996,2.302
04/17/1996,2.294
04/16/1996,2.277
04/15/1996,2.29
04/12/1996,2.312
04/11/1996,2.257
04/10/1996,2.245
04/9/1996,2.25
04/8/1996,2.24
04/4/1996,2.21
04/3/1996,2.176
04/2/1996,2.173
04/1/1996,2.168
03/29/1996,2.14
03/28/1996,2.162
03/27/1996,2.142
03/26/1996,2.092
03/25/1996,2.16
03/22/1996,2.201
03/21/1996,2.166
03/20/1996,2.084
03/19/1996,2.076
03/18/1996,2.07
03/15/1996,2.01
03/14/1996,1.975
03/13/1996,1.982
03/12/1996,1.968
03/11/1996,1.965
03/8/1996,1.93
03/7/1996,1.923
03/6/1996,1.945
03/5/1996,1.944
03/4/1996,1.967
03/1/1996,1.956
02/29/1996,1.964
02/28/1996,1.998
02/27/1996,1.987
02/26/1996,1.981
02/23/1996,2.014
02/22/1996,2.036
02/21/1996,2.007
02/20/1996,1.978
02/16/1996,1.98
02/15/1996,2.031
02/14/1996,2.047
02/13/1996,2.038
02/12/1996,1.995
02/9/1996,1.99
02/8/1996,1.982
02/7/1996,1.957
02/6/1996,1.96
02/5/1996,1.887
02/2/1996,1.947
02/1/1996,1.94
01/31/1996,1.954
01/30/1996,1.914
01/29/1996,1.884
01/26/1996,1.855
01/25/1996,1.869
01/24/1996,1.879
01/23/1996,1.875
01/22/1996,1.825
01/19/1996,1.825
01/18/1996,1.867
01/17/1996,1.878
01/16/1996,1.812
01/15/1996,1.747
01/12/1996,1.834
01/11/1996,1.88
01/10/1996,1.965
01/9/1996,1.977
01/8/1996,1.919
01/5/1996,1.919
01/4/1996,1.888
01/3/1996,1.875
01/2/1996,1.861
12/29/1995,1.796
12/28/1995,1.786
12/27/1995,1.849
12/26/1995,1.796
12/22/1995,1.77
12/21/1995,2.027
12/20/1995,2.052
12/19/1995,2.015
12/18/1995,1.931
12/15/1995,1.887
12/14/1995,1.89
12/13/1995,1.856
12/12/1995,1.82
12/11/1995,1.81
12/8/1995,1.807
12/7/1995,1.8
12/6/1995,1.785
12/5/1995,1.755
12/4/1995,1.73
12/1/1995,1.729
11/30/1995,1.725
11/29/1995,1.72
11/28/1995,1.707
11/27/1995,1.71
11/22/1995,1.714
11/21/1995,1.808
11/20/1995,1.822
11/17/1995,1.82
11/16/1995,1.814
11/15/1995,1.797
11/14/1995,1.795
11/13/1995,1.8
11/10/1995,1.802
11/9/1995,1.772
11/8/1995,1.782
11/7/1995,1.766
11/6/1995,1.758
11/3/1995,1.762
11/2/1995,1.769
11/1/1995,1.771
10/31/1995,1.782
10/30/1995,1.776
10/27/1995,1.774
10/26/1995,1.767
10/25/1995,1.753
10/24/1995,1.807
10/23/1995,1.825
10/20/1995,1.819
10/19/1995,1.799
10/18/1995,1.808
10/17/1995,1.813
10/16/1995,1.818
10/13/1995,1.851
10/12/1995,1.847
10/11/1995,1.853
10/10/1995,1.87
10/9/1995,1.885
10/6/1995,1.881
10/5/1995,1.864
10/4/1995,1.856
10/3/1995,1.86
10/2/1995,1.903
09/29/1995,1.872
09/28/1995,1.867
09/27/1995,1.853
09/26/1995,1.862
09/25/1995,1.856
09/22/1995,1.899
09/21/1995,1.891
09/20/1995,1.891
09/19/1995,1.891
09/18/1995,1.884
09/15/1995,1.9
09/14/1995,1.892
09/13/1995,1.919
09/12/1995,1.888
09/11/1995,1.899
09/8/1995,1.892
09/7/1995,1.878
09/6/1995,1.878
09/5/1995,1.908
09/1/1995,1.909
08/31/1995,1.917
08/30/1995,1.884
08/29/1995,1.883
08/28/1995,1.856
08/25/1995,1.88
08/24/1995,1.856
08/23/1995,1.835
08/22/1995,1.82
08/21/1995,1.83
08/18/1995,1.809
08/17/1995,1.795
08/16/1995,1.802
08/15/1995,1.82
08/14/1995,1.822
08/11/1995,1.8
08/10/1995,1.81
08/9/1995,1.829
08/8/1995,1.801
08/7/1995,1.807
08/4/1995,1.8
08/3/1995,1.792
08/2/1995,1.78
08/1/1995,1.789
07/31/1995,1.868
07/28/1995,1.833
07/27/1995,1.817
07/26/1995,1.802
07/25/1995,1.77
07/24/1995,1.601
07/21/1995,1.638
07/20/1995,1.662
07/19/1995,1.689
07/18/1995,1.697
07/17/1995,1.683
07/14/1995,1.705
07/13/1995,1.693
07/12/1995,1.728
07/11/1995,1.725
07/10/1995,1.763
07/7/1995,1.723
07/6/1995,1.717
07/5/1995,1.703
06/30/1995,1.729
06/29/1995,1.721
06/28/1995,1.738
06/27/1995,1.767
06/26/1995,1.754
06/23/1995,1.64
06/22/1995,1.661
06/21/1995,1.646
06/20/1995,1.671
06/19/1995,1.69
06/16/1995,1.716
06/15/1995,1.791
06/14/1995,1.832
06/13/1995,1.83
06/12/1995,1.83
06/9/1995,1.82
06/8/1995,1.816
06/7/1995,1.81
06/6/1995,1.814
06/5/1995,1.846
06/2/1995,1.825
06/1/1995,1.858
05/31/1995,1.845
05/30/1995,1.854
05/26/1995,1.88
05/25/1995,1.882
05/24/1995,1.905
05/23/1995,1.89
05/22/1995,1.887
05/19/1995,1.881
05/18/1995,1.87
05/17/1995,1.812
05/16/1995,1.819
05/15/1995,1.827
05/12/1995,1.777
05/11/1995,1.763
05/10/1995,1.776
05/9/1995,1.771
05/8/1995,1.751
05/5/1995,1.738
05/4/1995,1.731
05/3/1995,1.726
05/2/1995,1.718
05/1/1995,1.737
04/28/1995,1.723
04/27/1995,1.716
04/26/1995,1.73
04/25/1995,1.727
04/24/1995,1.738
04/21/1995,1.728
04/20/1995,1.75
04/19/1995,1.768
04/18/1995,1.767
04/17/1995,1.781
04/13/1995,1.751
04/12/1995,1.745
04/11/1995,1.742
04/10/1995,1.749
04/7/1995,1.767
04/6/1995,1.766
04/5/1995,1.777
04/4/1995,1.792
04/3/1995,1.789
03/31/1995,1.795
03/30/1995,1.795
03/29/1995,1.76
03/28/1995,1.727
03/27/1995,1.74
03/24/1995,1.732
03/23/1995,1.775
03/22/1995,1.762
03/21/1995,1.71
03/20/1995,1.702
03/17/1995,1.714
03/16/1995,1.748
03/15/1995,1.648
03/14/1995,1.615
03/13/1995,1.601
03/10/1995,1.6
03/9/1995,1.588
03/8/1995,1.586
03/7/1995,1.578
03/6/1995,1.569
03/3/1995,1.564
03/2/1995,1.585
03/1/1995,1.582
02/28/1995,1.594
02/27/1995,1.56
02/24/1995,1.59
02/23/1995,1.59
02/22/1995,1.565
02/21/1995,1.506
02/17/1995,1.507
02/16/1995,1.517
02/15/1995,1.51
02/14/1995,1.512
02/13/1995,1.497
02/10/1995,1.545
02/9/1995,1.578
02/8/1995,1.547
02/7/1995,1.533
02/6/1995,1.579
02/3/1995,1.542
02/2/1995,1.52
02/1/1995,1.498
01/31/1995,1.481
01/30/1995,1.506
01/27/1995,1.518
01/26/1995,1.52
01/25/1995,1.5
01/24/1995,1.478
01/23/1995,1.481
01/20/1995,1.529
01/19/1995,1.493
01/18/1995,1.48
01/17/1995,1.522
01/16/1995,1.513
01/13/1995,1.468
01/12/1995,1.485
01/11/1995,1.52
01/10/1995,1.515
01/9/1995,1.507
01/6/1995,1.543
01/5/1995,1.584
01/4/1995,1.614
01/3/1995,1.644
12/30/1994,1.688
12/29/1994,1.665
12/28/1994,1.646
12/27/1994,1.648
12/23/1994,1.576
12/22/1994,1.59
12/21/1994,1.587
12/20/1994,1.59
12/19/1994,1.59
12/16/1994,1.665
12/15/1994,1.69
12/14/1994,1.685
12/13/1994,1.69
12/12/1994,1.767
12/9/1994,1.769
12/8/1994,1.782
12/7/1994,1.753
12/6/1994,1.697
12/5/1994,1.71
12/2/1994,1.656
12/1/1994,1.674
11/30/1994,1.715
11/29/1994,1.742
11/28/1994,1.795
11/23/1994,1.796
11/22/1994,1.79
11/21/1994,1.815
11/18/1994,1.838
11/17/1994,1.808
11/16/1994,1.834
11/15/1994,1.877
11/14/1994,1.86
11/11/1994,1.869
11/10/1994,1.866
11/9/1994,1.876
11/8/1994,1.848
11/7/1994,1.847
11/4/1994,1.917
11/3/1994,1.919
11/2/1994,1.922
11/1/1994,1.945
10/31/1994,1.95
10/28/1994,1.967
10/27/1994,1.973
10/26/1994,1.989
10/25/1994,1.942
10/24/1994,1.991
10/21/1994,1.97
10/20/1994,1.938
10/19/1994,1.973
10/18/1994,2.001
10/17/1994,2.032
10/14/1994,2.019
10/13/1994,2.004
10/12/1994,2.035
10/11/1994,2.041
10/10/1994,2.03
10/7/1994,2
10/6/1994,1.995
10/5/1994,1.991
10/4/1994,2.001
10/3/1994,1.985
09/30/1994,1.978
09/29/1994,1.988
09/28/1994,1.993
09/27/1994,1.987
09/26/1994,1.993
09/23/1994,2.077
09/22/1994,2.103
09/21/1994,2.083
09/20/1994,2.097
09/19/1994,2.115
09/16/1994,2.107
09/15/1994,2.112
09/14/1994,2.146
09/13/1994,2.14
09/12/1994,2.15
09/9/1994,2.122
09/8/1994,2.122
09/7/1994,2.107
09/6/1994,2.085
09/2/1994,2.075
09/1/1994,2.09
08/31/1994,2.095
08/30/1994,2.117
08/29/1994,2.135
08/26/1994,2.13
08/25/1994,2.136
08/24/1994,2.137
08/23/1994,2.124
08/22/1994,2.147
08/19/1994,2.16
08/18/1994,2.168
08/17/1994,2.21
08/16/1994,2.195
08/15/1994,2.18
08/12/1994,2.187
08/11/1994,2.185
08/10/1994,2.221
08/9/1994,2.202
08/8/1994,2.182
08/5/1994,2.199
08/4/1994,2.187
08/3/1994,2.165
08/2/1994,2.193
08/1/1994,2.225
07/29/1994,2.228
07/28/1994,2.214
07/27/1994,2.199
07/26/1994,2.204
07/25/1994,2.19
07/22/1994,2.11
07/21/1994,2.109
07/20/1994,2.143
07/19/1994,2.164
07/18/1994,2.16
07/15/1994,2.165
07/14/1994,2.167
07/13/1994,2.174
07/12/1994,2.175
07/11/1994,2.18
07/8/1994,2.194
07/7/1994,2.212
07/6/1994,2.24
07/5/1994,2.238
07/1/1994,2.267
06/30/1994,2.256
06/29/1994,2.253
06/28/1994,2.263
06/27/1994,2.243
06/24/1994,2.24
06/23/1994,2.143
06/22/1994,2.156
06/21/1994,2.165
06/20/1994,2.18
06/17/1994,2.174
06/16/1994,2.19
06/15/1994,2.205
06/14/1994,2.179
06/13/1994,2.189
06/10/1994,2.201
06/9/1994,2.18
06/8/1994,2.199
06/7/1994,2.165
06/6/1994,2.157
06/3/1994,2.158
06/2/1994,2.161
06/1/1994,2.112
05/31/1994,2.108
05/27/1994,2.072
05/26/1994,2.063
05/25/1994,2.046
05/24/1994,2.082
05/23/1994,2.043
05/20/1994,2.055
05/19/1994,2.087
05/18/1994,2.086
05/17/1994,2.092
05/16/1994,2.061
05/13/1994,2.067
05/12/1994,2.073
05/11/1994,2.074
05/10/1994,2.099
05/9/1994,2.095
05/6/1994,2.11
05/5/1994,2.114
05/4/1994,2.1
05/3/1994,2.093
05/2/1994,2.1
04/29/1994,2.153
04/28/1994,2.152
04/26/1994,2.172
04/25/1994,2.183
04/22/1994,2.179
04/21/1994,2.187
04/20/1994,2.179
04/19/1994,2.172
04/18/1994,2.183
04/15/1994,2.178
04/14/1994,2.155
04/13/1994,2.138
04/12/1994,2.115
04/11/1994,2.114
04/8/1994,2.106
04/7/1994,2.115
04/6/1994,2.131
04/5/1994,2.115
04/4/1994,2.134
03/31/1994,2.109
03/30/1994,2.105
03/29/1994,2.106
03/28/1994,2.111
03/25/1994,2.112
03/24/1994,2.086
03/23/1994,2.12
03/22/1994,2.134
03/21/1994,2.117
03/18/1994,2.13
03/17/1994,2.146
03/16/1994,2.17
03/15/1994,2.137
03/14/1994,2.114
03/11/1994,2.12
03/10/1994,2.13
03/9/1994,2.13
03/8/1994,2.133
03/7/1994,2.116
03/4/1994,2.111
03/3/1994,2.103
03/2/1994,2.112
03/1/1994,2.128
02/28/1994,2.14
02/25/1994,2.171
02/24/1994,2.138
02/23/1994,2.13
02/22/1994,2.16
02/18/1994,2.155
02/17/1994,2.16
02/16/1994,2.175
02/15/1994,2.125
02/14/1994,2.128
02/11/1994,2.14
02/10/1994,2.135
02/9/1994,2.142
02/8/1994,2.145
02/7/1994,2.115
02/4/1994,2.095
02/3/1994,2.075
02/2/1994,2.157
02/1/1994,2.185
01/31/1994,2.157
01/28/1994,2.13
01/27/1994,2.088
01/26/1994,2.087
01/25/1994,2.044
01/24/1994,2.095
01/21/1994,2.053
01/20/1994,2
01/19/1994,1.982
01/18/1994,1.991
01/17/1994,2.006
01/14/1994,2.01
01/13/1994,1.966
01/12/1994,2.008
01/11/1994,2.005
01/10/1994,1.972
01/7/1994,1.98
01/6/1994,1.955
01/5/1994,1.962
01/4/1994,1.896
01/3/1994,1.883
12/30/1993,1.901
12/29/1993,1.943
12/28/1993,1.965
12/27/1993,1.965
12/23/1993,1.895
