DATE,COMP,HE01,HE02,HE03,HE04,HE05,HE06,HE07,HE08,HE09,HE10,HE11,HE12,HE13,HE14,HE15,HE16,HE17,HE18,HE19,HE20,HE21,HE22,HE23,HE24,,
7/15/2011,WEST,34471.952,32296.668,30831.413,30031.051,29828.854,30717.915,32299.177,34502.942,37069.254,39571.219,42016.493,44019.241,45775.978,47187.18,48405.25,49123.961,49246.131,49052.415,48272.163,46627.401,44708.631,44169.274,42238.128,38870.248,,971333
7/16/2011,WEST,35959.338,33635.793,31834.337,30652.821,30130.432,30156.535,30448.517,31561.666,33890.822,36437.154,38796.511,40768.767,42264.987,43550.805,44589.722,45594.216,46282.015,46772.397,46324.329,45549.971,44079.489,43436.243,41757.885,38974.398,,933449
7/17/2011,WEST,35957.067,33733.775,32127.241,30917.517,30013.358,29688.668,29349.916,30353.848,33097.386,36165.93,39268.379,42291.472,44628.121,46760.812,48370.864,49761.645,51060.168,51775.462,51645.152,50796.453,49427.095,49010.358,47327.319,44115.048,,987643
7/18/2011,WEST,41109.117,38825.099,37314.773,36371.243,36164.966,37009.486,38974.088,41414.819,44452.323,46980.55,50074.938,52595.775,54757.539,56475.351,57561.497,58080.502,58220.434,58108.573,57522.827,55988.511,54452.146,53544.125,51168.925,47243.526,,1164411
7/19/2011,WEST,43876.835,41367.495,39730.853,38508.283,38110.618,38774.111,40449.921,42691.929,45494.099,48237.837,50897.394,53380.232,55395.391,57001.162,58060.332,58667.633,59130.789,59153.469,58470.724,56928.877,55145.842,54279.668,51724.023,47676.729,,1193154
7/20/2011,WEST,43804.561,41135.772,39112.876,37843.844,37288.184,37962.85,39617.284,42114.298,45178.577,48293.013,51893.615,55258.923,58073.486,60071.263,61270.969,61834.317,62135.062,61883.753,61417.394,59999.682,58103.82,57215.297,54555.374,50673.908,,1226738
7/21/2011,WEST,47008.96,44076.877,42199.855,40713.59,40158.854,40782.197,41913.196,44581.999,48207.074,51844.415,55413.804,58442.593,60750.458,62490.581,63105.671,63414.511,63715.696,63281.19,62559.247,61501.288,59541.155,58806.942,56162.839,52120.925,,1282794
7/22/2011,WEST,48379.624,45372.966,43171.163,41509.329,40846.432,41177.985,42364.628,44656.558,47534.826,50510.154,53014.349,54441.667,55184.524,56092.153,56553.226,56481.691,56337.397,56225.934,54931.006,53084.039,51800.142,50865.01,48627.029,45165.043,,1194327
7/23/2011,WEST,42164.727,39705.349,37503.583,35867.183,34908.939,34721.194,34841.464,35665.475,37851.594,40426.815,43255.516,45790.373,47868.807,49256.502,50111.464,50559.792,50984.491,51152.833,50331.165,49400.395,48339.87,47669.85,45770.745,42858.613,,1047007
7/24/2011,WEST,39936.405,37551.614,35757.577,34294.054,33544.768,33366.253,33091.474,33756.195,35904.126,38403.646,40553.181,42567.344,44480.676,46065.561,47204.544,48154.757,48523.486,48615.467,48308.472,47246.409,46157.702,45626.072,43904.641,41015.063,,994029
7/25/2011,WEST,38384.239,36356.811,35022.618,34256.913,34227.527,35334.698,37178.634,39651.326,42305.875,45136.872,47717.976,49846.07,51510.532,52782.655,53335.338,53675.145,54275.968,54593.463,54115.235,52635.927,50937.666,49799.951,47023.989,43100.545,,1093206
7/26/2011,WEST,39577.07,36875.202,35019.963,33759.455,33572.755,34455.776,35991.745,38244.188,41307.568,44473.49,47463.532,50060.913,52093.58,53542.455,54563.529,55337.099,55578.336,55318.857,54158.039,52062.922,49731.019,48516.572,45740.667,41833.009,,1089278
7/27/2011,WEST,38334.348,35869.257,34177.345,32949.41,32704.932,33375.123,35135.255,37235.694,39732.909,42089.353,44366.564,46280.536,47884.465,49868.154,51521.295,52952.522,54352.365,54882.193,54426.408,53077.499,51723.679,51504.985,48822.67,45025.381,,1068292
7/28/2011,WEST,41304.217,38306.031,36354.512,35346.968,34905.918,35799.237,37476.386,39851.154,42012.216,44329.739,46705.795,48912.893,50873.554,52286.941,53396.972,54447.222,55179.786,55659.785,55119.55,53668.321,52431.671,51882.716,49407.8,45531.562,,1111191
7/29/2011,WEST,42179.344,39628.557,37724.782,36581.762,36030.845,36699.769,38297.752,40510.461,43314.024,46026.413,48870.977,51227.332,53103.895,54456.749,55364.408,55933.742,56111.424,55820.524,54431.52,52429.842,50175.782,48958.186,46480.347,42765.468,,1123124
7/30/2011,WEST,39322.555,36740.129,34967.225,33655.604,32936.834,32925.625,33175.128,34025.025,36733.725,39985.178,43206.239,46122.951,48072.23,49490.524,50480.472,51214.033,51732.556,51902.393,51203.469,49643.998,47847.504,46696.584,44292.202,40987.078,,1027359
7/31/2011,WEST,37950.464,35279.841,33583.583,32158.155,31117.974,30783.668,30620.552,31131.548,33838.223,37439.865,40870.113,43958.006,46644.773,48460.122,49977.824,51148.843,52166.31,52619.236,52495.983,51356.749,49748.518,48966.629,46771.057,43701.849,,1012790
8/1/2011,WEST,39823.494,37425.399,35727.122,34345.302,34113.639,34919.608,36712.477,39174.716,42500.941,45848.793,49400.846,52466.144,54905.765,56848.379,57806.636,58193.598,58169.6,57403.257,56188.542,54460.907,52779.812,52180.888,49231.484,45131.839,,1135759
8/2/2011,WEST,41786.996,39177.989,37447.659,36321.205,35929.913,36959.353,38840.368,41050.489,43893.912,46803.928,50175.893,52898.726,55247.504,57016.458,58365.53,59358.977,59897.578,59601.961,58802.765,57120.106,55559.337,54357.305,50934.101,46006.562,,1173555
8/3/2011,WEST,42314.117,39839.056,38083.175,36993.386,36585.414,37514.119,39259.342,41164.228,43042.514,44734.211,46274.252,47765.459,48985.129,49968.83,50655.249,51206.405,51529.323,51526.002,50925.777,49570.54,48350.254,47462.202,45206.754,41626.101,,1080582
8/4/2011,WEST,38434.688,36001.052,34415.653,33603.817,33381.395,34344.645,36271.266,38340.924,40877.158,43331.966,45668.158,47704.331,49476.159,51146.073,52529.188,53376.593,53881.309,53643.864,52810.456,51042.34,49339.417,48515.991,45746.461,42142.239,,1066025
8/5/2011,WEST,38932.973,36371.561,34822.221,33669.691,33337.419,34085.577,35694.351,37855.212,40604.832,43293.354,46153.582,48509.869,50529.87,51966.389,53069.001,53330.725,53693.505,53575.152,52551.56,50445.508,48841.01,48414.724,46049.543,42623.557,,1068421
8/6/2011,WEST,39796.08,37482.084,35736.362,34567.624,33995.363,34035.112,34479.689,35166.057,37097.09,39402.815,41498.094,43272.778,45190.967,46474.527,47448.022,48024.288,48682.348,48635.628,48108.77,46929.413,45949.218,45448.84,43404.878,40709.81,,1001536
8/7/2011,WEST,37836.884,35707.057,34251.352,32998.868,32431.258,32393.933,32501.665,32992.77,34706.597,36962.072,39080.266,41057.918,43232.695,45238.008,46785.205,48088.06,48727.042,48491.656,47380.329,45790.162,44726.554,44188.748,42133.601,39348.934,,967052
8/8/2011,WEST,36607.802,34709.077,33307.835,32500.054,32406.737,33556.746,35556.276,37750.418,40545.255,43053.335,45508.701,47897.166,49907.4,51437.188,52651.946,52886.179,52362.25,51557.437,50217.135,48320.861,47282.924,46557.88,43783.746,40334.705,,1040699
8/9/2011,WEST,37388.594,35124.791,33631.813,32666.49,32389.508,33395.314,35322.554,37146.652,39359.169,41598.952,43852.702,45870.438,47566.855,48808.456,49654.673,50061.257,50472.741,50240.592,49242.898,47509.842,45879.95,45182.493,42412.932,38885.029,,1013665
8/10/2011,WEST,35725.293,33506.043,32083.478,31071.552,30835.925,31632.415,33421.684,35336.854,37899.068,40054.134,41956.669,43554.48,44555.956,45528.772,46079.505,46298.523,45839.901,46039.835,45070.021,43439.06,42099.211,41866.642,39495.352,36223.3,,949614
8/11/2011,WEST,33431.775,31412.271,30091.031,29375.614,29380.405,30140.581,31927.102,33684.453,36023.887,38235.464,40046.965,41454.336,42601.302,43687.452,44533.365,45065.791,45501.398,45505.087,44811.476,43316.819,42203.021,41707.361,39258.529,35999.998,,919395
8/12/2011,WEST,33299.008,31381.522,30017.762,29227.86,29013.238,29846.244,31627.034,33298.78,35466.507,37463.631,39581.236,41142.873,42505.377,43508.177,44546.75,45314.109,45833.888,45795.152,44842.192,43101.487,42029.338,41460.081,39326.148,36343.858,,915972
8/13/2011,WEST,33505.483,31438.661,30177.855,29303.224,28952.455,29165.643,29711.81,30123.923,32110.693,34532.716,37129.766,39478.873,41313.753,42717.139,43093.515,42903.207,43014.945,42653.218,41673.393,40428.011,40049.888,39625.104,37766.885,35089.997,,875960
8/14/2011,WEST,32661.374,30618.895,29288.586,28373.651,27816.744,27701.298,27890.611,28028.342,29521.073,31341.228,33034.713,34226.881,35360.784,36141.905,36643.97,37255.331,37671.067,38049.518,37590.661,36749.905,36507.869,36638.847,35075.479,32970.636,,797159
8/15/2011,WEST,30817.275,29413.105,28580.967,28196.375,28411.131,29582.226,31888.931,33703.486,35821.489,37670.762,39502.074,40695.512,41659.129,42565.521,43174.062,43570.9,43954.062,43821.865,43354.599,42114.304,41653.507,41244.106,38785.3,35551.981,,895733
8/16/2011,WEST,32967.472,30929.833,29825.396,29119.439,29118.673,30032.343,32063.826,33840.608,36177.124,38541.089,40549.143,42347.521,43895.666,45337.093,46360.821,47169.191,48109.933,47761.011,47175.426,45545.81,44394.577,43697.528,40784.246,37174.695,,942918
8/17/2011,WEST,34116.139,31890.549,30387.756,29502.027,29298.229,30209.527,32324.376,33967.149,36122.254,38399.172,40836.04,43056.249,44758.027,46129.054,47248.195,48192.98,49141.317,49232.604,48461.33,46925.933,46140.809,45739.368,42742.395,39149.448,,963971
8/18/2011,WEST,36072.207,33833.506,32280.732,31447.073,31256.975,32196.87,34352.339,36055.781,38496.092,40954.602,43561.202,45948.736,47661.843,49352.706,50857.956,51279.018,51528.526,51077.88,50099.228,48420.168,47385.383,46439.675,43151.634,39485.839,,1013196
8/19/2011,WEST,36256.177,33955.054,32366.13,31440.478,31128.755,31983.348,34036.204,35981.66,38015.564,40217.95,42547.323,44867.073,47080.565,48905.585,50286.551,50776.657,50551.084,49784.559,48583.109,46897.097,45673.026,44915.177,42370.61,38999.73,,997619
8/20/2011,WEST,35938.068,33533.506,31856.345,30989.406,30370.499,30367.618,30851.872,31507.598,33542.405,36099.893,38641.144,40602.295,41859.614,42780.732,43298.503,44091.145,44692.664,44783.28,44186.535,42873.603,42186.373,41568.378,39433.707,36749.355,,912805
8/21/2011,WEST,34156.714,32272.271,30698.19,29721.171,29165.451,28924.467,28913.537,29077.018,30955.012,33479.967,35798.132,37785.956,39538.279,40781.613,41471.484,42040.532,42652.066,43064.755,42529.313,41236.644,40653.824,40144.722,37810.354,35009.742,,867881
8/22/2011,WEST,32506.126,30707.534,29521.535,28864.433,28989.044,30164.255,32499.374,34457.677,36651.602,38862.408,40623.455,42108.797,43070.03,44268.399,44998.899,45280.706,45504.643,45530.733,44615.344,43156.923,42552.545,41768.561,38887.877,35629.109,,921220
8/23/2011,WEST,32757.394,30725.03,29337.675,28561.984,28446.457,29664.961,32071.751,33811.82,35642.852,37547.673,39253.14,40704.268,41581.392,42296.222,42899.646,43352.59,43742.756,43751.779,43235.827,42065.898,42241.937,41652.89,38799.206,35740.796,,899886
8/24/2011,WEST,33035.339,31188.224,30130.994,29548.313,29583.895,30862.841,33614.309,35759.712,37685.46,39745.079,42111.206,44333.087,46490.17,48733.85,50593.654,52325.499,53521.544,53991.349,53340,51564.897,50655.368,49226.222,45521.251,41342.864,,1014905
8/25/2011,WEST,37787.968,35259.108,33548.63,32346.307,32122.355,33097.696,35487.641,37503.663,39226.488,40966.729,42809.467,44355.545,45585.335,46772.118,47563.128,48257.71,48753.035,48805.117,47877.436,46112.27,45330.178,44378.316,41154.517,37446.693,,992547
8/26/2011,WEST,34386.017,32334.083,30821.284,30012.959,29704.054,30829.649,33217.557,35004.849,36793.861,38882.559,40956.039,42662.041,44093.961,45596.459,46606.398,47196.126,47451.891,47015.854,45786.811,43918.834,43155.605,42297.661,39703.27,36655.356,,945083
8/27/2011,WEST,33730.602,31780.934,30349.269,29395.85,29040.416,29105.011,29884.276,30472.252,32528.125,35122.744,37492.943,39335.039,40689.245,41907.95,42639.456,43143.301,43481.752,43305.455,42258.808,40583.899,39687.107,38839.275,36516.878,33764.242,,875055
8/28/2011,WEST,31235.1,29569.91,28268.245,27311.478,26932.893,26695.773,26997.809,27105.916,28725.008,30827.683,32510.545,34130.05,35412.577,36379.528,37266.435,37998.311,38577.634,38871.275,38226.484,37259.469,37591.263,37157.261,34864.944,32202.353,,792118
8/29/2011,WEST,30157.595,28651.969,27753.345,27416.678,27476.489,28738.791,31657.151,33652.559,35221.913,36939.477,38485.375,39869.43,40792.787,41560.213,42271.813,42695.174,43243.131,43392.43,42788.995,41465.648,41382.315,40373.493,37370.124,34006.969,,877364
8/30/2011,WEST,31380.276,29579.651,28517.825,27941.161,27990.892,29100.409,31884.985,33650.731,35081.599,36500.389,38143.562,39546.037,40442.685,41750.468,42429.998,42887.252,43255.228,42932.961,42168.453,41151.998,41673.161,40456.62,37784.446,34488.465,,880739
8/31/2011,WEST,31919.908,30162.6,29140.156,28634.481,28578.754,29715.191,32603.734,34648.363,36213.637,38002.265,39881.956,41702.607,43211.138,44943.813,46712.519,47766.16,48960.649,49512.23,49285.125,48251.298,48325.26,47404.569,44213.55,40926.237,,960716
9/1/2011,WEST,37039.463,34802.191,33035.95,32000.771,31949.468,33112.304,35766.964,38059.345,40053.321,42109.61,44637.547,47056.048,49281.095,51673.227,53252.641,54429.415,55581.846,55979.867,55024.657,53691.313,53422.931,52111.634,48683.12,44638.87,,1077394
9/2/2011,WEST,41400.646,38822.051,37065.211,35687.747,35232.8,36061.554,38656.029,40636.275,42435.965,44755.233,47337.45,50012.012,52685.805,54912.62,56362.928,56968.434,57188.071,56618.404,55230.59,53131.299,52092.589,50260.132,47374.56,43371.563,,1124300
9/3/2011,WEST,40045.758,37299.874,35463.591,34007.929,32909.916,32566.479,33036.103,33327.733,35488.103,38633.33,42120.959,45150.943,47644.568,49251.666,50271.068,49978.847,49020.857,48064.757,46751.603,45263.543,44848.815,43225.738,40683.208,37898.582,,992954
9/4/2011,WEST,35141.124,33077.408,31384.658,30253.255,29610.578,29277.19,29545.599,29737.672,31052.161,32895.005,34684.147,36005.942,37348.101,37933.105,38168.647,38105.867,37789.737,37377.649,36516.132,35526.267,35753.303,35035.579,33436.741,31373.489,,817029
9/5/2011,WEST,29447.291,27682.085,26738.772,26009.108,25882.848,25977.893,26493.105,26686.851,27671.441,29407.498,30790.307,31644.957,31904.52,31678.831,31491.619,31308.403,31297.745,31255.805,31335.825,31649.978,32578.083,32147.955,30565.255,28574.44,,710221
9/6/2011,WEST,27109.865,26096.55,25549.959,25382.455,25602.25,27146.994,30207.981,32482.47,33710.999,34617.057,35457.932,36007.294,36376.743,36445.709,36493.46,36235.48,35976.392,35719.26,35476.237,35470.894,36300.952,35513.162,33424.605,30983.208,,783788
9/7/2011,WEST,29011.329,27511.519,26850.594,26527.117,26722.673,28025.202,30884.12,33072.093,34244.152,35161.509,36003.93,36636.786,36904.242,36974.173,37068.201,36859.135,36816.78,36686.937,36407.644,36368.281,37197.967,36373.218,34359.543,31666.616,,804334
9/8/2011,WEST,29571.35,28119.173,27339.718,26879.63,27190.816,28483.868,31513.982,33648.868,34955.031,35975.758,36752.942,37557.701,37980.552,38221.415,38194.443,38019.459,37916.868,37699.047,37242.917,37358.15,38466.694,37448.937,35351.683,32701.895,,824591
9/9/2011,WEST,30429.881,28825.789,28072.499,27571.523,27750.973,28969.12,31941.366,34157.991,35540.818,36558.935,37353.711,37932.411,38328.438,38713.535,38899.659,38639.862,38625.043,38106.874,37302.834,36694.908,37481.744,36761.752,34918.782,32284.64,,831863
9/10/2011,WEST,29911.263,28323.094,27393.121,26645.828,26511.165,26781.085,27568.305,28492.668,29964.942,31914.204,33378.963,34450.535,35285.495,35741.185,35998.916,36055.723,36188.462,36146.749,35723.021,35345.381,35920.074,35068.257,33311.69,31052.854,,773173
9/11/2011,WEST,29061.719,27584.842,26407.125,25783.098,25414.231,25527.372,25888.783,26357.258,27500.621,29532.227,31291.139,32920.888,34427.031,35437.929,36086.804,36485.189,36896.443,37185.564,36898.092,36534.871,37273.758,36313.794,34399.682,32008.31,,763217
9/12/2011,WEST,30022.659,28463.11,27744.411,27284.562,27510.15,28747.495,31947.931,34085.731,35499.496,37228.728,39242.9,40677.194,42033.511,43572.147,44465.933,44873.27,45098.56,44917.51,44032.809,42935.207,43424.632,41921.019,38999.278,35849.635,,900578
9/13/2011,WEST,32880.11,31137.364,29856.629,29117.056,29089.338,30249.697,33275.872,35307.837,36606.353,38196.375,39706.731,40983.261,42128.072,43123.26,43899.15,44289.479,44578.236,44108.517,42773.65,41647.206,42135.762,40569.604,37542.119,34388.431,,907590
9/14/2011,WEST,31646.077,30005.475,28884.463,28111.765,27998.498,29155.138,31923.277,33839.249,35088.19,36369.3,37381.275,38136.332,38740.293,39520.429,39944.922,39911.696,39668.907,39222.593,38330.331,38011.694,38600.455,37304.881,34870.841,32091.31,,844757
9/15/2011,WEST,29857.572,28380.182,27383.455,26869.141,27125.726,28279.091,31110.41,33381.058,34262.026,34976.013,35573.011,35907.96,35878.047,35823.74,35624.249,35108.296,34816.946,34455.64,34022.198,34282.402,35757.027,34885.079,32741.693,30130.174,,786631
9/16/2011,WEST,28419.876,27182.96,26541.646,26139.278,26495.1,27858.11,30856.332,32907.746,33764.206,34366.833,34730.826,34779.53,34770.585,34554.382,34260.399,33677.825,33267.358,32905.614,32574.687,32923.576,33907.34,33244.793,31721.323,29639.782,,761490
9/17/2011,WEST,27764.829,26453.707,25716.721,25168.556,25085.751,25737.736,26578.566,27735.22,28869.205,29966.004,30712.279,31086.024,30889.373,30564.506,30418.709,30236.318,30185.965,30162.246,30015.404,30560.008,31682.827,31112.815,29694.196,27963.688,,694361
9/18/2011,WEST,26259.959,25197.52,24555.867,24112.449,23980.058,24083.373,24740.588,25383.855,26365.927,27618.575,28530.481,29076.877,29583.399,29791.412,29835.67,29844.843,30213.783,30547.708,30914.471,31947.933,33144.698,32017.277,30502.662,28940.415,,677190
9/19/2011,WEST,27329.939,26331.678,25928.359,25796.329,26229.641,27720.343,30749.068,33315.14,34536.414,35440.53,36126.982,36395.716,36659.809,36638.384,36580.391,36366.034,36087.752,36005.002,35962.458,36460.506,37102.361,35813.753,33710.219,31186.701,,794474
9/20/2011,WEST,29210.98,27874.189,27137.449,26655.266,26991.042,28182.512,31137.876,33551.807,34533.467,35377.194,36147.15,36701.796,37184.645,37412.229,37631.753,37649.005,37743.619,37556.506,37067.833,37244.258,38311.645,37119.689,34689.005,31895.922,,815007
9/21/2011,WEST,29736.954,28589.116,27646.618,27173.213,27363.179,28618.747,31646.261,34071.505,35102.762,35875.253,36879.033,37467.173,37934.288,38359.481,38519.74,38365.714,38218.07,37824.143,37431.714,37543.951,38458.716,37273.596,34930.4,32274.486,,827304
9/22/2011,WEST,29877.829,28521.242,27577.898,27145.865,27262.167,28570.889,31558.02,33907.682,34732.378,35695.976,36797.532,37416.739,37773.549,38148.286,38305.324,38039.363,38052.673,37590.58,36896.672,37306.21,38123.113,37054.981,34508.143,31894.316,,822757
9/23/2011,WEST,29739.658,28203.645,27485.957,27021.388,27141.467,28271.795,30922.171,33463.455,34488.673,35134.057,35750.584,36072.43,36047.266,35888.598,35707.33,35343.446,35079.619,34567.418,34007.887,34373.588,34819.508,33983.793,32428.826,30292.906,,786235
9/24/2011,WEST,28240.796,26842.422,25947.062,25468.826,25308.273,25590.828,26508.904,27781.292,28975.438,30370.137,31324.636,32056.633,32788.423,31597.983,31492.872,31253.374,31259.059,31168.3,30843.646,31664.627,32480.7,31620.161,30229.73,28468.753,,709283
9/25/2011,WEST,26827.608,25654.097,24957.633,24474.383,24320.274,24461.018,24885.658,25645.647,26733.289,28040.849,29331.009,30278.063,31091.845,31371.42,31706.047,31875.35,32171.291,32552.761,32658.91,33639.704,34542.427,33399.522,31710.328,29788.547,,702118
9/26/2011,WEST,28093.963,27021.037,26527.062,26216.831,26471.276,28009.101,31053.64,33677.076,35136.646,36024.971,36698.795,37547.029,38061.988,38250.589,38212.929,38065.561,37725.554,37329.149,37060.977,37723.408,38114.717,36567.375,34522.144,31730.297,,815842
9/27/2011,WEST,29477.865,27971.948,27284.175,26962.379,27155.836,28362.079,31199.73,33778.541,34741.089,35414.52,36071.659,36551.827,36825.242,37196.977,37277.839,37248.195,37165.58,36730.425,36427.569,37225.815,37620.818,36273.739,33985.991,31315.261,,810265
9/28/2011,WEST,29065.223,27860.669,27017.563,26741.125,26814.548,28018.623,31115.061,33470.068,34319.376,35218.107,35748.907,36167.826,36369.688,36651.923,36778.262,36459.451,36384.695,36212.512,35942.373,36921.93,37265.375,35846.6,33670.363,31239.962,,801300
9/29/2011,WEST,29162.703,27759.224,26998.886,26705.981,26819.065,28179.523,31042.446,33267.164,34284.714,34888.791,35539.364,35984.969,36345.109,36577.121,36509.138,36293.867,36034.85,35783.228,35411.915,36262.96,36786.166,35393.324,33291.544,30881.892,,796204
9/30/2011,WEST,29041.159,27610.155,26962.671,26538.192,26713.416,28012.041,30777.902,33097.899,33861.842,34464.169,34916.555,35088.589,35108.185,34931.588,34835.924,34325.624,34007.714,33746.071,33566.775,34375.665,34693.971,33921.716,32368.389,30189.82,,773156
10/1/2011,WEST,28346.107,27123.139,26277.406,25852.137,25869.531,26251.683,27260.102,28605.834,29661.932,31006.24,31837.675,31993.805,31854.518,31580.035,31205.387,30988.269,30916.281,31011.516,31043.266,32194.057,32717.131,31950.465,30677.901,29100.724,,715325
10/2/2011,WEST,27572.242,26597.762,25995.168,25658.733,25583.633,25949.436,26619.618,27661.537,28675.085,29609.52,30037.284,30294.748,30377.069,30154.174,29884.207,29747.991,29957.089,30234.859,30850.344,32343.745,33300.325,32308.92,30887.39,29246.618,,699547
10/3/2011,WEST,27740.977,26832.118,26629.167,26550.492,27024.68,28698.705,31941.769,34591.95,35544.368,35977.477,36288.634,36353.469,36331.86,36306.356,36091.992,35738.591,35583.814,35417.574,35624.823,36528.705,36853.324,35553.007,33665.472,31223.782,,799093
10/4/2011,WEST,29123.966,27981.563,27390.995,27208.248,27433.533,28928.239,31749.027,34315.306,34870.63,35271.001,35682.084,35929.131,35986.612,36028.953,35957.69,35629.921,35481.978,35205.491,35022.304,36286.254,36804.811,35624.637,33346.071,30791.782,,798050
10/5/2011,WEST,28794.798,27605.591,27003.808,26666.682,26920.94,28455.705,31598.682,33909.704,34427.092,34714.079,35324.599,35561.318,35849.036,36101.814,36248.335,36145.054,36071.757,35945.235,35527.317,36563.537,36984.045,35663.659,33465.439,30857.905,,796406
10/6/2011,WEST,28710.197,27409.916,26693.9,26481.307,26703.387,28100.858,31087.604,33691.618,34341.147,35093.752,35795.401,36340.235,36831.294,37223.431,37607.369,37568.143,37435.536,37205.53,36593.666,37686.159,37873.282,36408.049,33953.295,31420.224,,808255
10/7/2011,WEST,29105.303,27835.098,26878.009,26574.944,26889.106,28175.54,31291.036,33588.826,34350.882,35103.003,35887.864,36563.457,37010.153,37559.237,37766.679,37763.775,37750.117,37166.805,36227.832,36725.788,36602.829,35375.66,33345.187,31100.504,,806638
10/8/2011,WEST,28981.293,27532.122,26569.027,26118.227,25900.296,26406.417,27239.474,28542.141,29343.869,30830.595,31691.226,32421.959,32793.334,33191.64,33316.282,33773.242,33926.778,33935.764,33523.687,34246.384,34187.938,33000.615,31229.262,29177.35,,737879
10/9/2011,WEST,27360.572,25987.855,25213.319,24700.104,24512.841,24628.545,25298.007,26148.85,26963.809,28183.209,29136.671,29908.107,30444.409,30904.922,31304.234,31529.98,32044.286,32208.529,32214.741,33561.562,33831.283,32579.979,31169.18,29112.885,,698948
10/10/2011,WEST,27588.203,26501.134,25945.31,25629.266,26092.217,27354.155,30080.957,32677.927,33603.345,34532.919,35511.913,36102.955,36589.188,36689.536,37083.589,37034.631,37116.04,36813.653,36632.63,37779.246,37659.428,36062.419,33775.13,31208.602,,796064
10/11/2011,WEST,29157.366,27270.983,26904.667,26572.451,26884.747,28021.844,31076.611,33760.834,34420.515,35127.637,36079.748,36694.18,37152.35,37463.101,37520.244,37264.827,37259.471,36987.91,36839.019,38061.49,37972.194,36553.224,34239.645,31684.364,,810969
10/12/2011,WEST,29444.673,28217.298,27260.598,26851.913,27008.844,28383.448,31210.017,33962.886,34664.768,35271.467,35942.226,36439.826,36700.169,36967.5,37155.184,36865.722,36748.776,36478.065,36593.221,37638.127,37516.598,36132.7,33949.861,31410.038,,808814
10/13/2011,WEST,29225.98,27888.222,27089.991,26737.201,26969.514,28457.871,31492.182,34179.534,35166.179,35594.558,36174.361,36538.076,36585.121,36590.853,36533.475,36216.467,36147.214,36038.656,36248.612,37316.388,37156.385,35775.583,33690.688,31159.655,,804973
10/14/2011,WEST,29143.26,27787.696,27054.149,26568.06,26965.905,27997.476,30810.407,33404.735,34159.807,34606.339,35003.402,35150.5,35055.745,34987.537,34742.403,34143.765,33685.867,33375.137,33409.448,34845.218,34783.707,33854.168,32251.903,30275.217,,774062
10/15/2011,WEST,28330.332,27018.116,26241.101,25940.943,25950.594,26384.021,27618.398,28932.396,29960.732,30918.899,31383.037,31383.66,31078.236,30874.316,30427.509,29973.286,29919.212,29796.803,30111.056,31921.227,31955.753,31331.629,30021.904,28482.653,,705956
10/16/2011,WEST,27077.739,25899.847,25318.709,24932.09,24847.673,25297.865,25806.155,26987.259,27919.396,28928.738,29404.046,29531.019,29579.158,29400.622,29216.764,29154.809,29397.795,29789.322,30291.72,32302.459,32485.114,31285.221,29935.358,28182.464,,682971
10/17/2011,WEST,26797.949,25962.128,25623.458,25353.995,25879.987,27359.364,30628.236,33507.483,34268.27,34508.295,34745.718,35115.348,35314.551,35271.051,35010.872,34729.755,34583.822,34300.523,34762.301,36628.72,36371.286,35082.703,32985.696,30522.16,,775314
10/18/2011,WEST,28603.1,27492.959,26984.589,26691.239,27039.474,28440.221,31686.792,34338.058,34970.14,35110.58,35407.973,35484.008,35494.524,35515.406,35505.111,35218.537,35335.134,35416.701,36024.142,37217.195,36866.087,35570.298,33480.342,31064.851,,794957
10/19/2011,WEST,29110.927,27837.484,27149.428,26979.453,27278.884,28726.686,31862.888,34540.345,35494.966,35862.269,36250.885,36423.51,36547.209,36410.577,36387.922,36275.099,36447.101,36803.003,37548.405,38180.023,37649.796,36340.704,34370.002,32001.009,,812479
10/20/2011,WEST,30106.999,28981.056,28323.102,28249.173,28491.763,30054.555,33235.364,36129.581,37107.126,37342.619,37682.437,37736.448,37844.085,37714.376,37626.297,37379.56,37291.293,37469.19,38245.938,39177.952,38761.011,37498.159,35403.608,33291.238,,841143
10/21/2011,WEST,31288.495,30192.539,29466.559,29073.992,29290.793,30569.384,33561.029,36376.528,36969.845,37011.593,36949.023,36769.016,36474.094,36098.73,35668.68,35217.596,34734.042,34648.468,34987.535,36247.689,36006.259,35124.333,33980.332,32095.549,,818802
10/22/2011,WEST,30288.612,29097.594,28363.943,28270.439,28423.529,29064.315,30352.285,31939.27,32837.064,33334.545,33312.866,32753.375,32089.272,31532.102,30986.031,30515.869,30279.432,30336.682,30995.986,32921.863,32898.325,32446.363,31341.431,29815.892,,744197
10/23/2011,WEST,28577.773,27529.539,27124.312,26855.812,27168.604,27558.174,28677.645,29772.037,30551.091,30896.421,30804.758,30417.232,30259.554,29932.466,29715.739,29586.753,29683.713,30204.466,31349.59,33239.873,33452.672,32406.116,31018.054,29236.133,,716019
10/24/2011,WEST,27945.876,27202.547,26859.843,26820.226,27285.499,29029.805,32127.595,35291.107,35995.357,36110.227,36275.811,36076.272,35954.535,35781.537,35614.125,35077.796,34982.289,34930.029,35510.334,37192.046,36899.549,35703.184,33792.858,31449.804,,799908
